age,annual_income,loan_amount,loan_term_months,credit_score,existing_debt,derogatory_marks,employment_length_years,dti_ratio,loan_to_income,default
51,57403.37,12754.72,36,623,20112.95,0,3,4.2786,0.2222,1
27,30263.87,42909.57,36,496,37923.26,0,8,15.5097,1.4178,1
24,31134.28,11852.24,24,410,13887.88,0,10,5.5431,0.3807,1
39,55691.61,33766.61,24,849,2463.64,2,23,0.834,0.6063,0
62,25488.48,48461.76,60,414,24546.04,0,5,11.9366,1.9013,1
50,57605.03,35853.99,60,787,25571.82,0,15,5.4515,0.6224,1
51,134976.68,14368.18,36,664,19443.0,0,9,1.764,0.1064,0
55,50893.58,15560.28,60,783,16175.95,0,2,3.8752,0.3057,1
41,48466.66,6458.95,48,609,35760.25,0,23,8.8873,0.1333,1
51,81790.46,34939.4,36,412,37568.27,0,9,5.6543,0.4272,1
39,67164.58,26884.91,48,569,27089.88,0,11,4.9401,0.4003,1
51,24612.59,11910.64,60,619,20298.39,0,0,9.9934,0.4839,1
52,37304.14,12928.08,48,474,3168.13,0,24,1.1058,0.3466,1
22,152721.7,2433.18,36,318,12391.01,0,9,0.9789,0.0159,1
30,59591.43,48964.13,48,502,11761.12,1,24,2.5738,0.8217,1
22,26799.54,41744.87,36,425,2800.58,0,9,1.7732,1.5577,1
22,43690.79,20920.16,60,766,33812.84,0,23,9.3827,0.4788,1
44,16822.08,47412.31,36,553,34748.38,0,3,25.7272,2.8185,1
37,16082.5,34501.76,60,591,36538.65,0,8,27.6925,2.1453,1
52,88376.62,38070.2,24,451,29801.47,0,8,4.2619,0.4308,1
36,48889.45,34637.86,60,498,28565.3,1,11,7.1531,0.7085,1
36,66924.88,38328.74,36,498,19374.15,0,10,3.6648,0.5727,1
66,98197.0,10205.07,36,752,34367.22,1,20,4.2344,0.1039,1
59,60095.14,28995.1,24,479,20650.32,0,5,4.3648,0.4825,1
51,76104.39,42770.06,24,517,1670.82,0,6,0.5444,0.562,0
63,57204.36,2938.04,60,619,23603.96,0,8,4.9618,0.0514,1
44,106068.34,7925.26,48,322,15923.07,0,10,1.8201,0.0747,1
21,142069.04,13790.71,48,383,21091.27,1,22,1.8058,0.0971,1
31,55256.56,16146.88,24,625,17907.89,0,16,4.0351,0.2922,1
41,53883.61,10769.79,60,628,20123.53,0,10,4.5215,0.1999,1
24,59402.76,31967.86,24,629,4788.62,0,24,1.2364,0.5382,0
27,46013.26,16112.92,24,772,1074.06,0,21,0.4552,0.3502,0
46,38554.64,9588.79,36,777,13937.4,0,17,4.4209,0.2487,1
67,91950.13,45479.66,36,534,10554.29,0,8,1.5423,0.4946,1
32,38585.9,35361.66,36,418,10377.28,0,16,3.5328,0.9164,1
51,37273.47,13810.82,24,339,37515.26,0,20,12.2631,0.3705,1
37,84037.81,19325.77,60,559,32849.91,0,24,4.7367,0.23,1
53,87997.68,37557.71,48,305,1028.15,0,15,0.2469,0.4268,0
31,198805.64,39963.68,48,610,844.41,0,13,0.1012,0.201,0
48,101905.21,10468.94,36,365,31187.55,0,0,3.7068,0.1027,1
52,80516.43,46955.65,60,673,39401.99,1,1,5.989,0.5832,1
21,87799.1,39693.05,36,445,18875.65,1,10,2.7305,0.4521,1
67,44858.57,43127.09,60,533,17608.63,0,6,4.9027,0.9614,1
48,68687.95,8905.22,60,328,11395.07,2,9,2.0167,0.1296,1
62,70670.62,8881.62,60,769,26832.03,1,11,4.5813,0.1257,1
27,35410.26,16657.7,24,660,19130.15,0,10,6.7181,0.4704,1
22,47602.16,5103.03,60,654,7116.99,0,1,1.8156,0.1072,1
62,86806.38,6371.23,24,325,19514.3,1,24,2.7343,0.0734,1
44,48479.41,8873.94,48,589,15366.65,0,13,3.8494,0.183,1
24,70752.48,36196.63,48,370,35647.33,0,8,6.1739,0.5116,1
64,83958.55,3451.05,24,388,30977.67,0,11,4.4481,0.0411,1
39,81640.93,5995.75,48,476,28199.27,0,9,4.1632,0.0734,1
46,138467.4,47320.81,48,326,13422.83,0,23,1.2487,0.3417,1
31,34586.93,6015.52,36,588,6014.81,0,1,2.1448,0.1739,1
60,131335.6,27798.19,24,830,34654.82,0,11,3.2722,0.2117,1
63,65157.7,32843.51,24,783,14038.52,1,2,2.8375,0.5041,1
31,80856.3,48012.49,24,733,23921.79,0,12,3.8472,0.5938,1
65,74471.44,45190.53,36,792,23837.61,0,18,4.0434,0.6068,1
23,72244.55,23152.77,24,577,37158.1,0,23,6.3323,0.3205,1
32,33442.32,47223.87,48,645,7283.08,0,12,2.9664,1.4121,1
23,79092.35,22748.76,60,537,30980.0,0,23,4.7579,0.2876,1
62,20675.43,34156.1,36,436,18772.33,1,21,11.4461,1.652,1
47,172328.81,14461.19,36,462,7402.7,1,15,0.5435,0.0839,0
69,61641.57,32558.94,24,592,33507.72,2,22,6.7872,0.5282,1
22,98319.97,27833.07,60,327,32895.49,1,0,4.0715,0.2831,1
69,73798.26,31127.89,60,555,2087.21,3,7,0.4238,0.4218,1
36,50108.75,34767.26,60,564,28522.88,0,12,6.9694,0.6938,1
22,35438.36,10325.85,48,780,6564.04,0,6,2.2955,0.2914,0
50,31627.99,16460.61,60,700,24609.23,1,20,9.4411,0.5204,1
40,78246.54,37339.59,24,759,25930.2,2,20,4.2153,0.4772,1
58,75825.91,9863.55,48,432,26777.16,0,1,4.2702,0.1301,1
48,68532.89,18523.53,60,490,5243.83,0,12,0.9722,0.2703,1
45,45676.55,33990.98,24,423,24133.48,0,11,6.7124,0.7442,1
52,62814.52,47007.25,48,730,4444.6,0,16,1.0362,0.7484,1
30,38035.98,5614.41,48,517,29949.39,0,8,9.4857,0.1476,1
62,32581.71,26794.92,60,702,3017.91,0,9,1.276,0.8224,1
60,41506.49,5931.46,48,621,30433.54,2,2,8.8344,0.1429,1
53,42616.71,20198.33,36,600,35397.95,0,20,10.1253,0.474,1
33,118009.64,10418.55,24,370,12292.39,0,10,1.2941,0.0883,1
61,21611.52,33173.04,60,513,31242.53,0,23,17.6547,1.535,1
62,48058.84,38375.96,24,844,16992.09,0,11,4.6421,0.7985,1
67,71639.93,13872.47,24,673,32009.69,2,6,5.4586,0.1936,1
57,161348.31,36218.58,36,635,27606.97,0,22,2.128,0.2245,1
36,34048.44,23447.31,48,470,11921.05,0,9,4.3736,0.6886,1
65,25095.64,15611.84,36,643,8152.48,0,9,4.1056,0.6221,1
42,75644.44,27123.28,36,755,36632.31,0,19,5.9308,0.3586,1
40,54117.6,20223.21,48,709,33639.68,0,9,7.5527,0.3737,1
63,42938.37,13039.82,60,600,26566.13,0,3,7.4852,0.3037,1
47,63740.58,38328.55,24,795,14300.18,1,9,2.9929,0.6013,1
61,82216.11,40281.16,60,590,20663.15,1,21,3.1139,0.4899,1
36,76284.42,40414.99,60,736,22535.63,1,9,3.6509,0.5298,1
54,58749.39,20342.85,36,401,3899.76,1,3,0.912,0.3463,1
52,108021.25,10137.37,48,309,38903.24,1,6,4.3452,0.0938,1
46,55184.49,42339.74,48,340,4126.86,0,17,1.0892,0.7672,1
45,50305.64,17804.67,24,669,29006.5,2,22,7.0962,0.3539,1
22,75232.23,37907.21,48,425,19965.67,0,2,3.3106,0.5039,1
32,23009.95,41237.63,60,682,30515.21,0,23,16.2725,1.7922,1
60,70930.31,38871.32,48,626,10806.75,0,14,1.9653,0.548,1
29,40866.61,20710.69,48,749,16106.86,0,4,4.8563,0.5068,1
32,22070.76,47024.8,60,822,21257.31,0,8,11.9839,2.1306,1
46,63266.46,33687.8,24,831,5269.0,0,19,1.2656,0.5325,1
29,37236.19,29635.82,24,572,34147.58,0,11,11.4026,0.7959,1
30,18607.3,35499.64,60,801,39665.73,0,20,25.9623,1.9078,1
52,29065.76,4146.9,48,786,16994.71,0,15,7.0521,0.1427,1
54,135102.74,20744.72,48,526,15384.25,1,10,1.4048,0.1535,1
68,35100.92,44298.42,24,526,23966.18,2,16,8.8244,1.262,1
40,59502.94,9731.83,24,640,27702.41,0,2,5.6685,0.1636,1
59,25578.89,21891.23,24,571,34808.77,0,14,16.758,0.8558,1
22,172915.3,21451.9,36,694,15229.19,0,3,1.0982,0.1241,1
21,51103.18,19090.0,24,423,30710.68,0,8,7.3982,0.3736,1
56,32518.61,28992.86,48,494,9983.19,0,7,3.9069,0.8916,1
44,83371.07,49817.51,24,472,27377.7,0,17,4.2394,0.5975,1
47,167731.48,14280.74,48,502,18936.44,0,21,1.3761,0.0851,1
22,38370.51,35837.94,48,332,26636.38,1,3,8.5638,0.934,1
51,32130.89,38383.76,48,510,15502.4,0,4,6.0884,1.1946,1
34,194287.91,30055.93,24,350,12126.4,0,8,0.8263,0.1547,1
22,45542.13,6678.83,24,706,19696.61,1,15,5.2632,0.1467,1
49,42533.13,29473.93,60,840,35856.56,2,3,10.2549,0.693,1
35,13539.57,47766.29,24,817,27156.66,0,15,25.8327,3.5279,1
32,48040.6,18418.89,24,432,24660.46,0,4,6.3516,0.3834,1
57,21729.64,32705.03,24,395,28934.68,0,6,16.7315,1.5051,1
48,35029.44,48051.09,36,723,29299.91,0,10,10.4945,1.3717,1
40,14638.63,40303.53,24,381,12142.39,0,6,11.3303,2.7532,1
59,102856.4,35038.77,36,614,9693.14,0,5,1.2444,0.3407,0
44,20333.67,48615.15,48,579,20610.71,0,18,12.7612,2.3909,1
41,15299.11,10187.98,48,385,6339.55,1,16,5.139,0.6659,1
30,28426.29,39091.94,48,665,19252.26,0,24,8.471,1.3752,1
66,103611.32,21528.12,48,665,27875.29,2,5,3.2804,0.2078,1
34,37534.06,19300.72,36,392,792.7,0,18,0.4248,0.5142,1
57,40669.95,26992.28,36,370,4890.32,0,16,1.6642,0.6637,1
38,65321.03,3620.05,48,625,38505.07,0,11,7.0875,0.0554,1
44,44757.09,17001.42,24,806,37153.71,0,11,10.1514,0.3799,1
34,103029.98,9978.34,48,625,17007.7,0,12,2.0051,0.0968,1
54,42455.93,8657.16,48,490,23806.3,0,5,6.7797,0.2039,1
32,42875.29,18192.34,36,513,6634.05,2,18,1.9982,0.4243,1
42,190711.29,40508.69,48,346,13574.97,2,0,0.9073,0.2124,1
26,50670.5,11653.33,36,388,31820.82,1,12,7.6126,0.23,1
56,56293.95,27507.96,60,526,34310.68,0,4,7.4116,0.4886,1
65,43206.43,37935.5,36,696,16509.04,0,0,4.8778,0.878,1
56,11419.29,13566.63,48,516,12786.58,0,2,13.7338,1.188,1
42,82761.83,46361.76,24,600,27426.43,1,2,4.2568,0.5602,1
34,132762.82,43591.9,36,715,28857.17,0,14,2.7178,0.3283,1
36,104133.52,14056.55,36,469,39360.38,0,14,4.5808,0.135,1
56,35071.74,49502.63,36,664,28044.49,0,21,10.0661,1.4115,1
45,44182.13,34120.21,48,531,9986.52,3,3,2.9054,0.7723,1
52,60446.4,15732.8,48,627,2869.39,0,7,0.6347,0.2603,1
53,59181.32,34689.8,36,532,10675.41,2,2,2.36,0.5862,1
65,73760.74,33979.92,24,336,9452.78,1,7,1.7682,0.4607,1
56,55372.41,31097.29,48,701,4166.95,0,11,1.0434,0.5616,0
40,39466.33,36161.41,24,725,18053.31,1,22,5.9474,0.9163,1
38,53218.82,14879.15,60,707,11881.5,0,17,2.735,0.2796,1
58,89256.64,48991.3,24,516,37041.08,0,12,5.2544,0.5489,1
23,282029.54,43179.0,48,469,16454.44,0,7,0.7384,0.1531,1
43,36338.58,37795.58,36,657,35126.36,0,16,11.9464,1.0401,1
52,56146.67,3262.64,60,485,12615.92,0,8,2.708,0.0581,1
65,39420.11,30338.5,24,460,33343.88,2,6,10.5351,0.7696,1
36,58955.07,35911.23,36,583,18453.32,1,21,3.9591,0.6091,1
25,88026.36,42996.79,60,483,1778.15,2,23,0.3401,0.4885,1
24,43266.15,47415.54,24,836,19734.66,2,24,6.0214,1.0959,1
41,14362.57,45960.95,36,441,9457.34,0,14,8.9683,3.2001,1
60,90866.28,21490.16,60,530,12643.97,0,23,1.7171,0.2365,1
34,53010.83,45032.06,48,767,27532.12,0,21,6.4448,0.8495,1
59,39925.91,2035.94,24,687,21415.43,0,15,6.462,0.051,1
51,34920.44,18870.81,24,457,35600.19,0,19,12.5038,0.5404,1
34,59084.44,7466.29,60,617,37470.21,0,24,7.6354,0.1264,1
26,32288.81,44387.25,24,484,27792.82,0,7,11.0164,1.3747,1
32,34634.16,46543.13,36,720,34609.65,0,23,12.4395,1.3439,1
36,23174.99,14288.4,24,482,8205.44,1,15,4.557,0.6165,1
37,32551.61,19630.9,24,351,3631.34,1,18,1.6402,0.6031,1
65,71576.23,49226.13,36,302,13652.28,0,15,2.5181,0.6877,1
43,21403.25,29171.05,36,376,13365.79,1,24,7.948,1.3629,1
34,97854.84,25858.68,48,315,26771.15,1,13,3.349,0.2643,1
27,24164.21,26020.9,36,529,33694.21,0,22,17.0916,1.0768,1
66,53635.23,35417.03,24,566,12226.85,0,15,3.0657,0.6603,1
52,65576.28,47818.07,60,605,17278.53,0,0,3.3077,0.7292,1
35,80401.26,19597.88,24,305,4645.74,0,17,0.8153,0.2438,1
64,80413.32,10287.58,48,409,16803.27,1,17,2.5395,0.1279,1
37,46610.63,10880.62,60,442,8969.14,0,0,2.3558,0.2334,1
61,44226.04,2977.23,48,506,15606.99,0,16,4.2515,0.0673,1
67,70117.0,28659.7,24,728,11020.72,0,19,2.0905,0.4087,1
64,57919.9,46597.63,36,465,32444.82,0,6,6.9902,0.8045,1
54,39835.24,36227.69,60,559,660.48,2,5,0.3809,0.9094,1
25,61241.7,49662.3,24,693,13878.98,0,12,3.125,0.8109,1
65,44343.58,45657.32,60,420,38784.81,1,6,10.7016,1.0296,1
47,34189.67,25609.17,48,712,27320.21,0,23,9.7762,0.749,1
43,39065.53,25354.37,24,439,31000.61,0,7,9.8472,0.649,1
60,65634.14,32161.15,60,467,34465.01,0,11,6.3993,0.49,1
34,28089.4,7324.91,24,383,14792.84,1,15,6.45,0.2608,1
35,95206.3,31168.84,24,720,3104.81,1,2,0.555,0.3274,1
63,35088.75,24275.55,48,567,16722.25,0,6,5.8918,0.6918,1
53,12632.96,32851.54,48,337,26281.9,0,5,25.6152,2.6005,1
51,68290.46,29130.08,48,602,15146.27,0,12,2.7681,0.4266,1
55,9692.66,16899.0,36,637,18208.34,0,13,23.124,1.7435,1
37,26711.48,31172.58,60,629,33107.41,0,12,15.1067,1.167,1
48,209708.52,19568.69,48,498,1931.37,1,7,0.1338,0.0933,0
39,92595.5,11341.81,36,304,13721.48,3,18,1.8191,0.1225,1
66,88117.41,34403.4,36,731,19792.31,1,13,2.8255,0.3904,1
43,25051.99,16704.66,60,670,12317.89,0,24,6.0337,0.6668,1
52,43827.72,44673.19,60,402,18110.26,2,4,5.1624,1.0193,1
60,103244.78,11567.96,48,734,16369.69,0,17,1.9306,0.112,1
33,71954.02,30806.91,36,680,36994.4,0,3,6.3124,0.4281,1
40,96907.69,29434.34,60,365,19978.34,0,22,2.5346,0.3037,1
55,142760.13,11491.61,60,569,19314.72,0,0,1.6396,0.0805,1
25,72843.31,23114.57,60,346,10552.28,0,0,1.8018,0.3173,1
29,23425.72,34425.86,60,664,2329.75,0,8,1.4873,1.4696,1
49,70194.77,17289.31,36,479,12329.39,0,18,2.1898,0.2463,1
26,42560.48,7463.87,24,367,1574.72,0,0,0.5317,0.1754,1
45,22595.0,31531.55,60,414,33157.58,0,14,17.8888,1.3955,1
51,83845.8,12757.85,36,325,8569.36,0,12,1.2772,0.1522,1
42,100835.29,34710.8,60,506,36492.14,0,22,4.4116,0.3442,1
22,46335.34,42294.42,36,372,35490.52,0,6,9.4957,0.9128,1
65,59414.03,7921.06,48,558,26755.49,0,13,5.4372,0.1333,1
25,14134.85,23005.24,24,685,34570.48,0,1,30.1629,1.6276,1
47,96207.62,23356.27,36,329,35177.64,3,12,4.4686,0.2428,1
45,78901.6,32361.72,36,720,31165.68,1,7,4.8766,0.4102,1
28,56961.7,18051.58,36,302,20563.15,0,11,4.4376,0.3169,1
21,23121.78,22091.32,60,820,38026.84,0,12,19.9267,0.9554,1
40,18276.57,2575.58,48,819,32800.77,0,2,21.5715,0.1409,1
64,165370.76,7876.44,60,820,5515.91,0,18,0.4098,0.0476,0
43,26910.12,29353.38,48,700,17086.38,1,11,7.892,1.0908,1
52,53130.72,12363.0,24,573,21817.8,0,20,5.0441,0.2327,1
31,27413.33,8939.69,60,771,21411.87,1,1,9.4381,0.3261,1
59,12414.93,17571.81,36,671,15491.62,0,19,15.4457,1.4154,1
67,64138.76,9849.71,24,730,21499.79,0,17,4.0993,0.1536,1
44,70425.9,4861.88,60,838,4173.19,3,15,0.7249,0.069,0
31,18010.71,15625.2,48,647,26381.68,1,8,17.7942,0.8676,1
49,95317.73,9889.21,60,370,20160.82,0,21,2.5589,0.1037,1
46,35740.47,40371.0,60,781,31612.29,0,16,10.8399,1.1296,1
36,25602.51,5007.53,36,555,27888.81,0,24,13.1368,0.1956,1
55,24614.51,37877.28,36,402,4954.41,0,23,2.9283,1.5388,1
40,82680.22,20374.22,24,446,14353.03,0,17,2.2064,0.2464,0
66,15456.07,34415.42,36,439,29581.74,0,18,23.7093,2.2267,1
23,23264.8,4529.09,60,722,13807.0,0,6,7.1606,0.1947,1
21,63510.45,46193.79,60,363,22892.59,1,3,4.4709,0.7273,1
67,58642.0,38834.03,48,570,38470.15,0,7,8.0378,0.6622,1
21,26550.69,8726.87,60,812,3656.86,0,0,1.7185,0.3287,1
37,106064.69,12501.65,24,306,8016.42,0,9,0.9659,0.1179,1
22,25138.61,32911.82,24,692,19484.07,0,3,9.9554,1.3092,1
49,43255.15,46235.01,36,300,29668.12,0,16,8.5869,1.0689,1
40,39952.35,23399.95,48,560,13539.4,0,6,4.2131,0.5857,1
26,40045.08,25310.37,60,346,5139.73,0,24,1.6666,0.632,1
28,43599.53,13414.41,36,301,12973.15,1,0,3.6732,0.3077,1
49,42825.15,20384.52,60,834,25955.09,0,15,7.3681,0.476,1
68,42509.87,15728.85,24,658,31805.64,0,23,9.1633,0.37,1
53,43951.57,18827.42,24,776,39092.01,0,9,10.8874,0.4284,1
23,94015.44,2988.69,48,721,30573.16,0,10,3.9103,0.0318,1
55,42640.16,3970.92,60,503,19944.22,0,5,5.6314,0.0931,1
25,74248.11,34672.95,60,526,12058.37,0,21,2.0423,0.467,1
47,53596.21,34726.17,24,450,37136.9,1,23,8.6388,0.6479,1
64,61067.7,17851.07,48,546,21601.31,0,0,4.3178,0.2923,1
32,78178.25,44502.2,36,316,27707.35,0,8,4.4427,0.5692,1
40,24731.59,14773.38,48,603,19161.39,0,10,9.4466,0.5973,1
65,71427.62,20997.67,36,813,10063.23,0,5,1.7886,0.294,0
40,43161.65,37106.03,36,496,22104.07,0,18,6.432,0.8597,1
29,27540.04,37691.27,24,745,33676.22,0,12,15.358,1.3686,1
59,78078.34,43335.96,36,640,15641.18,0,16,2.5889,0.555,1
24,37978.0,3394.83,60,360,26914.7,0,13,8.5222,0.0894,1
39,61481.82,10820.42,24,566,2173.07,2,19,0.5121,0.176,1
58,9628.96,32747.44,48,396,37493.23,0,20,47.5758,3.4009,1
47,75784.54,18233.59,48,582,38812.3,1,3,6.2058,0.2406,1
65,231898.56,4090.96,36,546,15758.64,0,6,0.8213,0.0176,0
63,48795.88,30150.4,60,334,20186.16,1,14,5.0878,0.6179,1
33,41850.83,20867.51,48,768,6843.02,1,21,2.0868,0.4986,1
33,37168.82,19476.55,36,367,8249.77,1,9,2.8381,0.524,1
42,68415.71,14689.49,48,488,24281.71,0,4,4.3126,0.2147,1
48,40844.87,2287.9,60,340,25266.68,2,12,7.4344,0.056,1
67,72296.79,10753.28,36,366,13993.47,2,14,2.3723,0.1487,1
65,137787.63,24763.29,60,607,15274.11,0,2,1.3662,0.1797,1
42,81196.17,15235.35,36,418,20496.03,0,24,3.0917,0.1876,1
63,44143.47,43970.66,60,485,37621.8,0,18,10.4264,0.9961,1
39,25102.3,8863.98,48,369,6411.44,0,2,3.1532,0.3531,1
28,38371.44,44016.33,48,583,22285.35,0,18,7.2561,1.1471,1
28,44515.29,21431.64,60,847,2798.35,0,11,0.8506,0.4814,0
62,22222.05,15240.34,48,647,18604.79,0,13,10.2181,0.6858,1
46,94104.5,16606.01,48,494,16189.88,1,7,2.1086,0.1765,1
68,68971.72,17843.4,36,783,6985.86,1,17,1.3017,0.2587,0
46,26130.15,26315.07,60,579,6977.82,1,3,3.4059,1.0071,1
43,16856.15,18986.35,36,647,18278.81,2,23,13.3883,1.1264,1
63,75411.2,33065.9,48,777,5500.5,0,10,0.9849,0.4385,0
33,18287.89,22408.59,48,397,12143.75,1,16,8.2747,1.2253,1
48,51552.68,34238.9,24,581,3313.12,0,18,1.1033,0.6642,1
29,38341.51,31012.47,60,718,12243.1,0,3,3.9936,0.8088,1
40,79220.19,13733.79,60,522,21580.85,0,5,3.3037,0.1734,1
39,79772.9,41013.12,36,551,29882.9,0,1,4.6666,0.5141,1
68,29948.5,40351.11,60,379,33301.07,0,6,13.6128,1.3473,1
59,83514.86,49471.06,36,712,13844.78,0,18,2.1868,0.5924,1
32,41205.23,10402.41,48,692,37582.48,0,13,11.0081,0.2525,1
35,49581.76,42696.23,24,633,10004.68,1,15,2.8519,0.8611,1
51,50195.26,43855.08,48,627,3682.77,0,7,1.0988,0.8737,0
34,188886.23,32823.88,36,301,37037.88,1,17,2.411,0.1738,1
31,45631.87,26306.47,36,502,21822.52,1,8,5.9309,0.5765,1
46,17977.18,47948.46,24,557,14379.48,0,3,10.9321,2.6672,1
62,31925.87,48689.21,48,666,35975.38,0,13,13.9034,1.5251,1
47,76330.41,32801.48,60,445,31141.96,1,23,4.9818,0.4297,1
31,41338.9,19258.87,24,677,33381.53,0,19,9.923,0.4659,1
58,49462.68,41223.93,60,740,12047.57,1,21,3.0895,0.8334,1
54,37828.91,6284.26,48,754,35002.67,0,23,11.145,0.1661,1
63,9045.61,15948.59,24,706,26166.01,0,20,35.5937,1.7631,1
39,30736.18,49306.61,48,318,29651.63,0,21,11.9776,1.6042,1
26,46799.35,41088.0,48,732,12840.68,0,17,3.512,0.878,1
66,16954.95,47099.96,60,728,10178.11,0,19,7.7592,2.7779,1
58,24165.82,30550.14,60,551,16623.17,0,4,8.5074,1.2642,1
69,39974.55,21568.28,60,520,23220.9,0,0,7.0786,0.5396,1
62,40183.47,49025.12,48,412,26806.48,0,22,8.3102,1.22,1
48,62109.43,16852.43,36,448,20169.6,0,5,3.9874,0.2713,1
21,41518.14,38355.89,48,357,28105.14,1,19,8.3542,0.9238,1
55,60753.52,28793.93,36,496,28479.1,0,3,5.7832,0.4739,1
60,32208.17,12968.34,24,317,26809.94,3,18,10.1901,0.4026,1
28,55655.75,2839.2,60,514,10417.99,0,16,2.2564,0.051,1
67,118500.1,20420.68,60,315,18129.98,0,5,1.8704,0.1723,1
27,58301.32,28288.9,48,698,30747.05,0,4,6.4499,0.4852,1
31,42573.64,10793.14,36,532,35534.98,0,5,10.1006,0.2535,1
59,27843.6,21898.63,24,324,20296.26,0,0,9.1405,0.7865,1
24,51646.89,31529.12,48,700,39478.23,0,17,9.3253,0.6105,1
45,43010.66,36316.31,24,664,7401.15,0,14,2.4871,0.8444,1
32,68679.03,4531.64,36,594,9362.97,0,15,1.6579,0.066,0
46,16429.79,33880.68,60,736,18699.68,0,22,14.0703,2.0621,1
58,43788.91,4720.03,60,370,20595.25,0,8,5.6655,0.1078,1
66,63042.76,3352.9,36,324,17266.85,0,21,3.3044,0.0532,1
32,52977.86,9315.78,60,673,17500.68,1,21,3.9992,0.1758,1
63,40154.44,33374.91,48,844,19746.4,0,4,6.1089,0.8312,1
57,39822.53,4535.43,36,757,13146.57,1,10,3.9995,0.1139,1
66,25354.0,3003.02,60,513,5672.25,0,4,2.7084,0.1184,1
44,61532.65,7662.06,36,510,38266.29,1,5,7.5041,0.1245,1
36,63255.11,47586.61,24,840,31901.98,2,1,6.4282,0.7523,1
33,20997.04,45549.33,48,338,32688.67,0,9,19.2242,2.1693,1
45,77558.09,6150.37,48,559,14915.88,0,21,2.3277,0.0793,1
24,33098.22,16592.63,48,394,16453.43,3,3,6.0906,0.5013,1
31,39120.58,47470.04,60,689,37465.81,0,13,11.7351,1.2134,1
52,149094.84,6689.01,24,519,38930.08,0,2,3.1557,0.0449,1
69,128175.02,6540.61,60,567,37733.52,0,12,3.5429,0.051,1
27,20579.31,6128.19,60,793,25882.71,0,22,15.152,0.2978,1
66,22756.4,48870.86,36,365,10087.28,0,14,6.0351,2.1476,1
31,26092.57,37669.21,48,686,24396.45,0,15,11.5809,1.4437,1
48,126973.63,12295.25,60,492,23768.92,0,4,2.2657,0.0968,1
61,34053.04,4205.47,48,619,36375.29,0,9,12.8492,0.1235,1
43,20241.77,48331.59,24,846,12810.91,0,2,8.7886,2.3877,1
65,102689.79,22423.47,24,474,8426.86,2,15,1.0939,0.2184,1
43,70007.97,30722.02,48,411,10999.38,0,7,1.9951,0.4388,0
48,189200.58,15401.42,48,607,10104.23,0,15,0.6612,0.0814,1
63,69923.62,38401.3,24,639,26111.18,1,4,4.7557,0.5492,1
67,48091.96,11446.51,24,379,32591.1,2,10,8.2512,0.238,1
46,57046.42,39771.77,60,777,15040.47,0,18,3.3033,0.6972,1
45,37354.3,13068.95,24,410,7468.31,0,15,2.5741,0.3499,1
49,107290.73,6699.79,60,786,14052.12,0,13,1.5842,0.0624,0
39,110742.77,24983.48,24,752,22089.06,2,10,2.5064,0.2256,1
53,18963.05,41034.41,60,712,26747.2,3,13,17.3587,2.1639,1
56,86294.08,20473.51,36,485,22217.05,1,15,3.1686,0.2373,1
34,25780.12,3385.94,36,386,10640.85,0,24,4.9968,0.1313,1
34,208614.16,28558.87,60,523,36761.74,0,17,2.142,0.1369,1
55,121810.99,34662.63,48,350,17793.6,0,2,1.824,0.2846,0
50,24764.93,37553.36,36,425,18629.31,0,2,9.5324,1.5164,1
48,56579.34,21292.4,24,445,38711.72,0,0,8.3986,0.3763,1
37,88951.97,6656.94,48,340,34800.51,0,11,4.7134,0.0748,1
23,33717.91,30047.67,24,654,32347.63,0,6,11.9579,0.8911,1
36,21594.51,17818.3,36,744,7716.3,0,10,4.563,0.8251,1
66,52107.9,47450.6,24,662,33604.45,0,12,8.1941,0.9106,1
50,44550.63,26130.18,60,835,18484.69,0,13,5.0963,0.5865,1
49,28323.06,24668.77,48,583,8771.05,0,21,3.9339,0.871,1
65,102914.64,16842.06,36,335,39639.84,0,11,4.6766,0.1637,1
35,22620.85,18261.75,48,576,7296.14,0,5,4.0723,0.8073,1
66,45948.71,26612.23,60,624,36916.54,2,5,9.757,0.5792,1
45,54671.39,16719.91,36,481,520.88,0,6,0.2163,0.3058,0
58,59005.35,44830.63,24,770,17797.76,0,5,3.9994,0.7598,1
62,96606.75,23072.86,48,716,1680.89,0,8,0.2685,0.2388,0
67,42445.59,16017.06,36,449,36541.86,1,20,10.4567,0.3774,1
58,10279.9,9458.95,36,703,5472.62,0,16,6.695,0.9201,1
43,38868.28,34272.83,60,813,27087.39,0,16,8.5392,0.8818,1
45,75765.47,3237.77,36,740,25433.2,1,14,4.0424,0.0427,1
62,44959.15,23599.8,36,545,31273.2,2,0,8.5221,0.5249,1
27,45159.26,28405.85,60,345,30001.67,0,13,8.098,0.629,1
42,67220.13,18309.66,24,374,1781.73,0,1,0.4543,0.2724,1
37,72753.04,37991.25,24,448,15841.82,0,19,2.8741,0.5222,1
38,16783.77,34431.7,36,705,13239.66,3,21,10.1499,2.0515,1
69,48474.32,48627.15,24,302,38928.97,2,6,10.1386,1.0032,1
61,43602.57,26420.81,60,308,31108.28,0,12,8.6826,0.6059,1
30,51280.8,27814.99,24,813,28464.41,0,20,6.932,0.5424,1
30,15035.15,13800.29,36,537,17965.34,0,6,14.6446,0.9179,1
